Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:700
53b86f3d-7374-41aa-a52c-1926143083b8,,ICD 10 - WHO:S96.9,S96.9 Injury of unspecified muscle and tendon at ankle and foot level,Injury of unspecified muscle and tendon at ankle and foot level,,Diagnosis,N/A,,,,
a41e7a4b-6a37-47eb-b397-efb3055366ec,,ICD 10 - WHO:T00.9,"T00.9 Multiple superficial injuries, unspecified","Multiple superficial injuries, unspecified",,Diagnosis,N/A,,,,
d0461cd7-5400-4ba8-b650-6bb11c8c84e1,,ICD 10 - WHO:T01.9,"T01.9 Multiple open wounds, unspecified","Multiple open wounds, unspecified",,Diagnosis,N/A,,,,
7e978af1-6cbd-4e0e-9cb5-166e3eecb425,,ICD 10 - WHO:T02.9,"T02.9 Multiple fractures, unspecified","Multiple fractures, unspecified",,Diagnosis,N/A,,,,
100f6990-c9c0-4f9d-a29f-36bc4c487529,,ICD 10 - WHO:T07,T07 Unspecified multiple injuries,Unspecified multiple injuries,,Diagnosis,N/A,,,,
da9b9298-7c77-4fc7-a581-476cd574c1c8,,ICD 10 - WHO:T14.9,"T14.9 Injury, unspecified","Injury, unspecified",,Diagnosis,N/A,,,,
b092f55b-16a7-469f-9bfd-d84136862e8e,,ICD 10 - WHO:T15,T15 Foreign body on external eye,Foreign body on external eye,,Diagnosis,N/A,,,,
7b00e22e-6f39-4922-8c7c-b964c43eddc8,,ICD 10 - WHO:T16,T16 Foreign body in ear,Foreign body in ear,,Diagnosis,N/A,,,,
4a4ab19f-2c70-4e0e-877f-ca28e6d8ae74,,ICD 10 - WHO:T17,T17 Foreign body in respiratory tract,Foreign body in respiratory tract,,Diagnosis,N/A,,,,
7ca5aba6-884c-417e-a92d-9bcdd1683496,,ICD 10 - WHO:T17.0,T17.0 Foreign body in nasal sinus,Foreign body in nasal sinus,,Diagnosis,N/A,,,,
1e47b9f6-8d51-4bc3-99c4-7310add27a9c,,ICD 10 - WHO:T17.1,T17.1 Foreign body in nostril,Foreign body in nostril,,Diagnosis,N/A,,,,
82fa4533-c0cb-4c7e-8b7d-ed81897a2f3a,,ICD 10 - WHO:T17.2,T17.2 Foreign body in pharynx,Foreign body in pharynx,,Diagnosis,N/A,,,,
ecec46f6-5b6d-4ae5-960d-3955cfb875db,,ICD 10 - WHO:T17.3,T17.3 Foreign body in larynx,Foreign body in larynx,,Diagnosis,N/A,,,,
dcf30107-0551-41af-bc11-a55f60da1a1c,,ICD 10 - WHO:T31.0,T31.0 Burns involving less than 10 percent of body surface,Burns involving less than 10 percent of body surface,,Diagnosis,N/A,,,,
5fd7d5bf-b2cc-4971-acde-5a3436c45008,,ICD 10 - WHO:T31.1,T31.1 Burns involving 10-19 percent of body surface,Burns involving 10-19 percent of body surface,,Diagnosis,N/A,,,,
d7efe39a-43d9-4906-b397-a2356c4f5b28,,ICD 10 - WHO:T31.2,T31.2 Burns involving 20-29 percent of body surface,Burns involving 20-29 percent of body surface,,Diagnosis,N/A,,,,
02c7bd83-e162-41cc-a7db-3126dae444d0,,ICD 10 - WHO:T31.3,T31.3 Burns involving 30-39 percent of body surface,Burns involving 30-39 percent of body surface,,Diagnosis,N/A,,,,
7119e795-4203-4e8e-8a8d-d2cebb924b54,,ICD 10 - WHO:T31.4,T31.4 Burns involving 40-49 percent of body surface,Burns involving 40-49 percent of body surface,,Diagnosis,N/A,,,,
8c3e6cc7-ff60-42d1-9f26-92fad7b62608,,ICD 10 - WHO:T31.5,T31.5 Burns involving 50-59 percent of body surface,Burns involving 50-59 percent of body surface,,Diagnosis,N/A,,,,
401bc5b8-27d4-4c69-9ca4-b50c0a104426,,ICD 10 - WHO:T31.6,T31.6 Burns involving 60-69 percent of body surface,Burns involving 60-69 percent of body surface,,Diagnosis,N/A,,,,
8e0b0e2a-d447-4911-81b9-a0fe3cd7d7ea,,ICD 10 - WHO:T31.7,T31.7 Burns involving 70-79 percent of body surface,Burns involving 70-79 percent of body surface,,Diagnosis,N/A,,,,
dfcdea67-3d60-4bb0-bb29-2dd3a69fdc28,,ICD 10 - WHO:T31.8,T31.8 Burns involving 80-89 percent of body surface,Burns involving 80-89 percent of body surface,,Diagnosis,N/A,,,,
1af99c3d-545f-4286-88c9-f086df944bab,,ICD 10 - WHO:T31.9,T31.9 Burns involving 90 percent of body surface or more,Burns involving 90 percent of body surface or more,,Diagnosis,N/A,,,,
59d67b64-2d06-4618-bf24-78d220f05399,,ICD 10 - WHO:T32.0,T32.0 Corrosions involving less than 10 percent of body surface,Corrosions involving less than 10 percent of body surface,,Diagnosis,N/A,,,,
f5c4e3e8-b00e-43ed-ad34-1940ff1b9b19,,ICD 10 - WHO:T32.1,T32.1 Corrosions involving 10-19 percent of body surface,Corrosions involving 10-19 percent of body surface,,Diagnosis,N/A,,,,
4a4c0d6f-bead-4f08-a5b9-bb55cab59564,,ICD 10 - WHO:T32.2,T32.2 Corrosions involving 20-29 percent of body surface,Corrosions involving 20-29 percent of body surface,,Diagnosis,N/A,,,,
76f5194d-accc-4124-8727-9991d813b5dd,,ICD 10 - WHO:T32.3,T32.3 Corrosions involving 30-39 percent of body surface,Corrosions involving 30-39 percent of body surface,,Diagnosis,N/A,,,,
cd7843a7-babe-40b8-8669-4d43c4c67ff5,,ICD 10 - WHO:T32.4,T32.4 Corrosions involving 40-49 percent of body surface,Corrosions involving 40-49 percent of body surface,,Diagnosis,N/A,,,,
8e9d1506-b10a-4b4f-9c4b-485a73454bc8,,ICD 10 - WHO:T32.5,T32.5 Corrosions involving 50-59 percent of body surface,Corrosions involving 50-59 percent of body surface,,Diagnosis,N/A,,,,
5b719804-c8c3-4bdc-afed-60df72814220,,ICD 10 - WHO:T32.6,T32.6 Corrosions involving 60-69 percent of body surface,Corrosions involving 60-69 percent of body surface,,Diagnosis,N/A,,,,
6d467057-781b-451b-a8c0-ab4333109bbd,,ICD 10 - WHO:T32.7,T32.7 Corrosions involving 70-79 percent of body surface,Corrosions involving 70-79 percent of body surface,,Diagnosis,N/A,,,,
5039f159-6092-468d-9019-1c68791eb710,,ICD 10 - WHO:T32.8,T32.8 Corrosions involving 80-89 percent of body surface,Corrosions involving 80-89 percent of body surface,,Diagnosis,N/A,,,,
ebb89f3b-8db1-48a6-ba0c-7a53ea1badbe,,ICD 10 - WHO:T32.9,T32.9 Corrosions involving 90 percent of body surface or more,Corrosions involving 90 percent of body surface or more,,Diagnosis,N/A,,,,
ee9bb898-1a2f-4ae8-8c3d-4d2913c7537f,,ICD 10 - WHO:T67.0,T67.0 Heatstroke and sunstroke,Heatstroke and sunstroke,,Diagnosis,N/A,,,,
690edea1-66c4-4f13-b802-eff67d7d78fc,,ICD 10 - WHO:T67.5,"T67.5 Heat exhaustion, unspecified","Heat exhaustion, unspecified",,Diagnosis,N/A,,,,
9f943790-1ea7-424b-890f-452ebf88ba45,,ICD 10 - WHO:T73.0,T73.0 Effects of hunger,Effects of hunger,,Diagnosis,N/A,,,,
33acac28-c578-4863-889d-12a4553468d4,,ICD 10 - WHO:T73.1,T73.1 Effects of thirst,Effects of thirst,,Diagnosis,N/A,,,,
ed72acce-b690-4af2-9776-a54ebd854329,,ICD 10 - WHO:T74.0,T74.0 Neglect or abandonment,Neglect or abandonment,,Diagnosis,N/A,,,,
11e5dcd6-4e33-406d-ae9c-cd7de39ed89c,,ICD 10 - WHO:T74.1,T74.1 Physical abuse,Physical abuse,,Diagnosis,N/A,,,,
16617515-b712-47d2-ab99-1768dafc89c6,,ICD 10 - WHO:T74.2,T74.2 Sexual abuse,Sexual abuse,,Diagnosis,N/A,,,,
19922f94-ae43-4cb6-93b5-88cb4f507dbb,,ICD 10 - WHO:T74.3,T74.3 Psychological abuse,Psychological abuse,,Diagnosis,N/A,,,,
0797c9e0-dcbc-47cf-baac-db631a724266,,ICD 10 - WHO:T78.4,"T78.4 Allergy, unspecified","Allergy, unspecified",,Diagnosis,N/A,,,,
39d86509-fdd3-47ea-b755-6b56b836a3a4,,ICD 10 - WHO:V99,V99 Unspecified transport accident,Unspecified transport accident,,Diagnosis,N/A,,,,
4b9e8765-cdde-4db6-b2bb-8df17dab576a,,ICD 10 - WHO:W19,W19 Unspecified fall,Unspecified fall,,Diagnosis,N/A,,,,
54a94c2c-bd8d-406d-b111-3ba9ec93c850,,ICD 10 - WHO:W44,W44 Foreign body entering into or through eye or natural orifice,Foreign body entering into or through eye or natural orifice,,Diagnosis,N/A,,,,
efed7d76-d635-4953-9f5b-f635cf0b88ed,,ICD 10 - WHO:W45,W45 Foreign body or object entering through skin,Foreign body or object entering through skin,,Diagnosis,N/A,,,,
cc20b536-016d-4f3b-b6a0-f4747e8ce7b7,,ICD 10 - WHO:W53,W53 Bitten by rat,Bitten by rat,,Diagnosis,N/A,,,,
0c7a9437-9379-446d-b878-2559fae49055,,ICD 10 - WHO:W54,W54 Bitten or struck by dog,Bitten or struck by dog,,Diagnosis,N/A,,,,
a8afe258-b381-4ea4-b745-62956be4f636,,ICD 10 - WHO:W55,W55 Bitten or struck by other mammals,Bitten or struck by other mammals,,Diagnosis,N/A,,,,
fb4d846e-adbf-406e-b782-e75df8fa44b6,,ICD 10 - WHO:X84,X84 Intentional self-harm (suicide) by unspecified means,Intentional self-harm (suicide) by unspecified means,,Diagnosis,N/A,,,,
5c8c4426-aa3c-4574-aff5-6a8868f58334,,ICD 10 - WHO:Y05,Y05 Sexual assault (homicide) by bodily force,Sexual assault (homicide) by bodily force,,Diagnosis,N/A,,,,
c7eb048e-acdd-4406-a75d-53e8acd7de6b,,ICD 10 - WHO:Y06,Y06 Neglect and abandonment,Neglect and abandonment,,Diagnosis,N/A,,,,
b483196f-0430-44af-bd32-229df9c54ba3,,ICD 10 - WHO:Y09,Y09 Assault (homicide) by unspecified means,Assault (homicide) by unspecified means,,Diagnosis,N/A,,,,
09c5c1c2-b026-40d2-9f83-85a0bb7c6d19,,ICD 10 - WHO:K21.0,K21.0 Gastroesophageal reflux disease,Gastroesophageal reflux disease,,Diagnosis,N/A,,,,
6794a679-8c37-4394-9826-266d375bdbe2,,,"HIV, new",,,Diagnosis,N/A,,,,
2b505623-5c1f-4290-9925-aa24110dad29,,,"HIV, established",,,Diagnosis,N/A,,,,
8396912e-2090-4512-945c-cbeae1333548,,,"Hypertension, new",,,Diagnosis,N/A,,,,
f6898c6c-2c37-4430-8b83-d8186d06b31e,,,"Hypertension, established",,,Diagnosis,N/A,,,,
f9fead77-bcce-4e57-9d47-95e63918ee8e,,,"Pregnancy, new",,,Diagnosis,N/A,,,,
647c04f6-3d6c-452c-806b-b7ac3e1459e8,,,"Pregnancy, established",,,Diagnosis,N/A,,,,
bc506259-9353-4499-bf39-6701a4a2b582,,,"Vaginal discharge, unspecified",,,Diagnosis,N/A,,,,
3719d5f2-a2da-4c2b-a564-4abdd6d3347e,,,L70 Acne,,,Diagnosis,N/A,,,,
8bd8d5fa-a320-4fa3-b795-01d7c1a5e48d,,,I84 Hemorrhoids,,,Diagnosis,N/A,,,,
1179ac46-fac9-4336-89b5-94a7228a0f12,,ICD 10 - WHO:N76.0,N76.0 Bacterial vaginosis,Bacterial vaginosis,,Diagnosis,N/A,,,,
60c19f61-353c-4092-b903-fc3eed7bc4fb,,ICD 10 - WHO:A59.0,A59.0 Trichomonas,Trichomonas,,Diagnosis,N/A,,,,
dbe6784b-4743-4650-9618-7f5382dc358d,,ICD 10 - WHO:B37.2,B37.2 Candidiasis of skin and nail,Candidiasis of skin and nail,,Diagnosis,N/A,,,,
e915e048-4e14-11e4-8a57-0800271c1b75,,ICD 10 - WHO:N72,N72 Inflammatory disease of cervix uteri,Cervicitis,,Diagnosis,N/A,,,,
e4a0f86e-88f9-11e9-b6ee-b7534bd76e37,,ICD 10 - WHO:Z30.42,Z30.42 Surveillance of injectable contraceptive,Surveillance of injectable contraceptive,,Diagnosis,N/A,,,,
e574a9d4-88f9-11e9-a56b-37b57ca00eea,,ICD 10 - WHO:Z30.09,Z30.09 Contraceptive care management,Contraceptive care management,,Diagnosis,N/A,,,,
